0	0.3663	0	0	0	0.401	0	0.3475	0	0
0.9671	0	0.4505	0	0.35	0.5899	0.7572	0.3518	0	0.3566
0.4116	0	0.5997	0	0	0.7702	0	0	0	0.38
0.5273	0	0.8184	0	0	0.7202	0.3616	0	0	0.3528
0.7658	0	0.3761	0.3942	0	0.4089	0.9715	0	0	0
0.4122	0	0.521	0	0	0.6787	0	0.7009	0	0.3913
0	0	0	0.6642	0	0.4115	0	0.4773	0	0
0.5755	0	0.6399	0	0	0.8131	0.3938	0.3433	0.3413	0.4346
0.361	0	0.5247	0	0	0.6832	0	0.3362	0	0.334
0.5964	0	0	0	0.6558	0	0.4081	0	0	0
0.5129	0	0.5715	0	0	0.7384	0.3521	0	0	0.3879
0.3896	0.3618	0.4726	0	0	0.6183	0	0	0	0.3561
0.5308	0.3681	0.8436	0	0	0.9221	0.364	0.4121	0.4097	0.4892
0.5139	0.3667	0.6479	0	0	0.8213	0.3528	0.3922	0.4081	0.4874
0	0	0	1	0	0.385	0.467	0	0	0
0.8625	0	0.3649	0	0	0.4763	0.6211	0	0	0
0.3761	0	0.3791	0	0	0.4955	0	0	0	0.6226
0.512	0	0.5163	0	0	0.6728	0.3516	0	0	0.3872
0.5402	0.3849	0.6792	0	0	0.8521	0.3702	0.4118	0.4287	0.5123
0.6606	0.3744	0.6613	0	0	0.8347	0.4531	0.4005	0.4169	0.498
0	0	0.3457	0	0	0.4502	0	0	0	0.4328
0	0	0.4435	0	0	0.5808	0	0	0	0.4896
0	0	0	0.707	0	0.4179	0	0	0	0
0	1	0.3753	0	0	0.4903	0	0.4909	0	0
0.4855	0.4429	0.5806	0.3489	0	0.7488	0.3343	0.3517	0.3657	0.4356
0.3974	0.4631	0.3969	0	0	0.5193	0	0.9966	0	0
0	0	0.4619	0	0	0.4536	0	0.3631	0	0
0.3466	0	0.4371	0	0	0.5725	0	0.3809	0	0
0.3815	0	0.5555	0	0	0.7198	0	0	0	0.3915
0.4554	0.4221	0.5534	0	0	0.7174	0	0.3359	0.3492	0.4152
0	0	0.4178	0	0	0.5472	0	0	1	0
0.3986	0	0.4438	0	0	0.5812	0	0	0	0
0.4207	0	0.6129	0	0	0.7846	0	0	0	0.3883
0.7499	0	0.3897	0	0	0.5097	0.5208	0.5723	0	0.3894
2	90	5	81	61	4	49	6	97	33
